date,product,quantity,unit_price,revenue
2025-09-01,Headphones,3,150,450
2025-06-19,Laptop,3,1200,3600
2025-10-26,Laptop,4,1200,4800
2025-11-02,Keyboard,1,80,80
2025-12-02,Mouse,3,40,120
2025-04-27,Headphones,5,150,750
2025-09-03,Laptop,5,1200,6000
2025-11-19,Monitor,5,350,1750
2025-03-17,Headphones,4,150,600
2025-10-21,Monitor,1,350,350
2025-01-10,Laptop,2,1200,2400
2025-08-03,Mouse,3,40,120
2025-12-20,Monitor,4,350,1400
2025-09-14,Monitor,4,350,1400
2025-02-01,Headphones,4,150,600
2025-04-17,Monitor,5,350,1750
2025-12-06,Headphones,3,150,450
2025-07-12,Mouse,5,40,200
2025-08-24,Keyboard,2,80,160
2025-10-07,Headphones,3,150,450
2025-11-09,Keyboard,3,80,240
2025-05-07,Mouse,2,40,80
2025-06-02,Keyboard,5,80,400
2025-05-28,Monitor,3,350,1050
2025-06-12,Monitor,4,350,1400
2025-10-14,Mouse,3,40,120
2025-03-04,Keyboard,3,80,240
2025-07-14,Headphones,5,150,750
2025-03-16,Mouse,3,40,120
2025-05-28,Keyboard,1,80,80
2025-08-15,Laptop,3,1200,3600
2025-04-20,Keyboard,4,80,320
2025-05-19,Monitor,5,350,1750
2025-03-12,Headphones,3,150,450
2025-10-28,Laptop,5,1200,6000
2025-01-26,Monitor,2,350,700
2025-11-23,Headphones,2,150,300
2025-02-21,Monitor,1,350,350
2025-08-30,Mouse,3,40,120
2025-01-03,Laptop,2,1200,2400
2025-07-28,Headphones,2,150,300
2025-11-30,Mouse,4,40,160
2025-06-14,Monitor,3,350,1050
2025-02-15,Keyboard,1,80,80
2025-10-01,Headphones,2,150,300
2025-08-02,Laptop,2,1200,2400
2025-07-23,Monitor,1,350,350
2025-05-29,Mouse,2,40,80
2025-06-02,Laptop,1,1200,1200
2025-02-24,Headphones,5,150,750
2025-08-21,Keyboard,3,80,240
2025-09-10,Headphones,5,150,750
2025-08-28,Monitor,5,350,1750
2025-02-27,Keyboard,2,80,160
2025-08-23,Keyboard,2,80,160
2025-01-08,Keyboard,2,80,160
2025-10-18,Keyboard,3,80,240
2025-11-09,Monitor,2,350,700
2025-09-21,Mouse,4,40,160
2025-07-25,Keyboard,1,80,80
2025-03-13,Laptop,2,1200,2400
2025-05-08,Mouse,3,40,120
2025-07-16,Laptop,3,1200,3600
2025-05-17,Monitor,4,350,1400
2025-10-26,Keyboard,3,80,240
2025-05-14,Headphones,1,150,150
2025-02-01,Keyboard,2,80,160
2025-06-07,Laptop,4,1200,4800
2025-12-18,Monitor,4,350,1400
2025-12-20,Headphones,3,150,450
2025-07-08,Laptop,3,1200,3600
2025-04-23,Headphones,2,150,300
2025-03-20,Monitor,4,350,1400
2025-07-11,Mouse,5,40,200
2025-08-30,Mouse,5,40,200
2025-05-07,Headphones,2,150,300
2025-09-27,Headphones,1,150,150
2025-12-27,Mouse,5,40,200
2025-10-16,Keyboard,1,80,80
2025-10-08,Laptop,1,1200,1200
2025-10-21,Headphones,2,150,300
2025-03-26,Headphones,2,150,300
2025-08-15,Keyboard,5,80,400
2025-10-26,Laptop,2,1200,2400
2025-09-19,Mouse,1,40,40
2025-08-21,Mouse,1,40,40
2025-08-01,Monitor,5,350,1750
2025-01-30,Mouse,5,40,200
2025-12-11,Headphones,4,150,600
2025-07-22,Keyboard,1,80,80
2025-04-22,Keyboard,1,80,80
2025-01-24,Headphones,1,150,150
2025-12-25,Mouse,3,40,120
2025-01-31,Laptop,5,1200,6000
2025-01-17,Laptop,4,1200,4800
2025-04-03,Keyboard,4,80,320
2025-07-11,Monitor,4,350,1400
2025-07-13,Mouse,4,40,160
2025-12-16,Mouse,1,40,40
2025-12-01,Headphones,2,150,300
2025-04-02,Keyboard,1,80,80
2025-09-28,Headphones,4,150,600
2025-01-02,Monitor,2,350,700
2025-08-26,Laptop,3,1200,3600
2025-09-30,Headphones,4,150,600
2025-05-07,Mouse,2,40,80
2025-03-21,Mouse,3,40,120
2025-02-27,Keyboard,2,80,160
2025-11-11,Laptop,4,1200,4800
2025-04-16,Laptop,2,1200,2400
2025-11-01,Laptop,1,1200,1200
2025-11-03,Laptop,4,1200,4800
2025-01-23,Laptop,2,1200,2400
2025-04-30,Mouse,4,40,160
2025-01-29,Headphones,2,150,300
2025-05-29,Monitor,5,350,1750
2025-06-13,Monitor,5,350,1750
2025-12-11,Headphones,5,150,750
2025-06-04,Keyboard,2,80,160
2025-04-24,Monitor,5,350,1750
2025-05-21,Mouse,3,40,120
2025-10-30,Laptop,5,1200,6000
2025-10-12,Monitor,4,350,1400
2025-06-26,Mouse,1,40,40
2025-06-13,Mouse,5,40,200
2025-03-18,Mouse,4,40,160
2025-04-05,Keyboard,4,80,320
2025-05-04,Headphones,4,150,600
2025-12-29,Monitor,3,350,1050
2025-01-30,Monitor,4,350,1400
2025-08-02,Headphones,4,150,600
2025-03-10,Headphones,5,150,750
2025-05-11,Mouse,2,40,80
2025-11-28,Monitor,3,350,1050
2025-07-09,Laptop,4,1200,4800
2025-04-08,Laptop,5,1200,6000
2025-07-13,Laptop,3,1200,3600
2025-01-21,Headphones,5,150,750
2025-10-28,Laptop,2,1200,2400
2025-09-03,Headphones,2,150,300
2025-06-05,Monitor,3,350,1050
2025-04-08,Laptop,2,1200,2400
2025-05-05,Laptop,4,1200,4800
2025-07-23,Headphones,2,150,300
2025-06-14,Monitor,5,350,1750
2025-08-27,Keyboard,4,80,320
2025-06-07,Headphones,3,150,450
2025-09-20,Keyboard,3,80,240
2025-02-20,Mouse,4,40,160
2025-04-15,Mouse,3,40,120
2025-07-31,Keyboard,3,80,240
2025-04-24,Laptop,5,1200,6000
2025-05-14,Monitor,1,350,350
2025-10-24,Headphones,5,150,750
2025-03-20,Mouse,3,40,120
2025-04-28,Monitor,3,350,1050
2025-05-06,Mouse,5,40,200
2025-12-02,Mouse,5,40,200
2025-09-08,Keyboard,3,80,240
2025-03-28,Mouse,4,40,160
2025-03-13,Keyboard,2,80,160
2025-04-05,Headphones,4,150,600
2025-09-26,Headphones,1,150,150
2025-12-09,Laptop,1,1200,1200
2025-07-31,Laptop,1,1200,1200
2025-02-04,Monitor,2,350,700
2025-04-22,Monitor,1,350,350
2025-07-11,Headphones,4,150,600
2025-11-23,Laptop,5,1200,6000
2025-12-04,Headphones,4,150,600
2025-01-04,Mouse,1,40,40
2025-07-30,Headphones,5,150,750
2025-09-29,Laptop,1,1200,1200
2025-05-27,Keyboard,5,80,400
2025-12-24,Laptop,5,1200,6000
2025-02-24,Mouse,2,40,80
2025-03-18,Laptop,5,1200,6000
2025-11-14,Monitor,2,350,700
2025-07-01,Headphones,3,150,450
2025-02-10,Keyboard,4,80,320
2025-08-24,Keyboard,4,80,320
2025-12-23,Headphones,2,150,300
2025-12-17,Monitor,3,350,1050
2025-02-17,Laptop,1,1200,1200
2025-07-13,Mouse,4,40,160
2025-01-29,Headphones,4,150,600
2025-02-12,Laptop,2,1200,2400
2025-11-27,Mouse,4,40,160
2025-02-18,Keyboard,5,80,400
2025-04-28,Headphones,1,150,150
2025-09-01,Monitor,5,350,1750
2025-02-08,Keyboard,1,80,80
2025-10-16,Keyboard,5,80,400
2025-06-11,Laptop,2,1200,2400
2025-10-28,Laptop,2,1200,2400
2025-02-09,Monitor,4,350,1400
2025-10-16,Keyboard,2,80,160
2025-07-19,Monitor,5,350,1750
2025-07-16,Headphones,3,150,450
2025-09-14,Monitor,1,350,350
2025-02-20,Keyboard,1,80,80
2025-02-08,Mouse,2,40,80
2025-11-11,Keyboard,5,80,400
2025-06-17,Headphones,4,150,600
2025-08-19,Laptop,3,1200,3600
2025-07-02,Mouse,2,40,80
2025-08-10,Headphones,4,150,600
2025-12-05,Monitor,5,350,1750
2025-11-13,Mouse,1,40,40
2025-02-07,Keyboard,2,80,160
2025-03-20,Laptop,3,1200,3600
2025-07-19,Mouse,2,40,80
2025-02-24,Keyboard,3,80,240
2025-06-07,Laptop,1,1200,1200
2025-05-19,Mouse,3,40,120
2025-02-14,Laptop,2,1200,2400
2025-08-18,Monitor,4,350,1400
2025-09-20,Headphones,5,150,750
2025-01-14,Mouse,1,40,40
2025-10-11,Laptop,3,1200,3600
2025-11-03,Laptop,5,1200,6000
2025-01-07,Keyboard,4,80,320
2025-07-18,Keyboard,4,80,320
2025-05-05,Laptop,5,1200,6000
2025-03-28,Headphones,5,150,750
2025-03-13,Mouse,2,40,80
2025-05-18,Keyboard,3,80,240
2025-02-02,Mouse,2,40,80
2025-05-22,Monitor,4,350,1400
2025-09-05,Mouse,3,40,120
2025-05-09,Laptop,3,1200,3600
2025-11-01,Monitor,4,350,1400
2025-08-23,Headphones,2,150,300
2025-06-05,Laptop,2,1200,2400
2025-06-20,Laptop,4,1200,4800
2025-06-18,Headphones,4,150,600
2025-08-09,Mouse,3,40,120
2025-06-03,Headphones,2,150,300
2025-12-22,Keyboard,5,80,400
2025-06-10,Monitor,4,350,1400
2025-06-13,Monitor,4,350,1400
2025-10-22,Keyboard,4,80,320
2025-07-12,Monitor,3,350,1050
2025-07-06,Keyboard,4,80,320
2025-04-13,Laptop,5,1200,6000
2025-04-03,Headphones,5,150,750
2025-08-25,Headphones,1,150,150
2025-05-30,Monitor,4,350,1400
2025-12-11,Laptop,4,1200,4800
2025-11-21,Mouse,2,40,80
2025-05-10,Keyboard,2,80,160
2025-07-13,Monitor,4,350,1400
2025-11-03,Laptop,4,1200,4800
2025-07-25,Mouse,5,40,200
